"","LI_CD","LI_ENG_NM","LI_KOR_NM","x_coord","y_coord","num"
"11812","4729025331","Pyeongsa-ri","평(坪)사리",128.850521732138,35.8901438417163,1
"11813","4729025332","Pyeongsa-ri","평(平)사리",128.861444422265,35.8885249461007,1
"11814","4729025333","Damun-ri","다문리",128.849678600597,35.8745938065505,0
"11815","4729025334","Asa-ri","아사리",128.865899361935,35.8634823215708,0
"11816","4729025335","Simun-ri","시문리",128.853163954358,35.8624695691242,0
"11817","4729025336","Hyeonnae-ri","현내리",128.860427888281,35.849532154131,0
"11818","4729025337","Magok-ri","마곡리",128.849022624777,35.8398107250497,0
"11819","4729025338","Gwangseok-ri","광석리",128.841420137155,35.8537726703072,1
"11820","4729025339","Sinje-ri","신제리",128.8376931297,35.8645913859362,0
"11821","4729025340","Daewon-ri","대원리",128.826580636362,35.8603020096527,2
"11822","4729025341","Sokcho-ri","속초리",128.833018314566,35.8483097395394,2
"11823","4729025342","Anchon-ri","안촌리",128.823494679118,35.8476019518713,2
"11824","4729025343","Hwangje-ri","황제리",128.81624628889,35.8587052908065,2
"11825","4729025344","Danggok-ri","당곡리",128.810310765997,35.8520782954074,3
"11826","4729025345","Gaya-ri","가야리",128.799628224284,35.8488627603855,3
"11827","4729025621","Bujeok-ri","부적리",128.761432199646,35.8457983522383,3
"11828","4729025622","Sindae-ri","신대리",128.76995324207,35.838952959016,3
"11829","4729025623","Amnyang-ri","압량리",128.772663294757,35.8487644850344,3
"11830","4729025624","Yongam-ri","용암리",128.774222170502,35.8548490874528,3
"11831","4729025625","Geumgu-ri","금구리",128.758183547193,35.8571703778562,3
"11832","4729025626","Hyeonheung-ri","현흥리",128.775802163322,35.8654479538136,3
"11833","4729025627","Inan-ri","인안리",128.786469946995,35.8611044445993,3
"11834","4729025628","Uisong-ri","의송리",128.797158013879,35.8559493736946,3
"11835","4729025629","Sinchon-ri","신촌리",128.786098697325,35.8534861322565,3
"11836","4729025630","Nae-ri","내리",128.780864286586,35.845914267576,3
"11837","4729025631","Gail-ri","가일리",128.783607531372,35.8386174131623,3
"11838","4729025632","Dang-eum-ri","당음리",128.786523761421,35.8301742539237,3
"11839","4729025633","Sinwol-ri","신월리",128.787425010666,35.8216597985035,3
"11840","4729025634","Baegan-ri","백안리",128.796618629603,35.8311196089211,3
"11841","4729025635","Gangseo-ri","강서리",128.799230191135,35.8248310422691,3
"11842","4729025636","Dangni-ri","당리리",128.795853993349,35.8171674960367,3
"11843","4729031021","Sowol-ri","소월리",128.817649690586,35.9501087348998,1
"11844","4729031022","Deokchon-ri","덕촌리",128.836436759877,35.9403689512157,1
"11845","4729031023","Sicheon-ri","시천리",128.843503287979,35.9306863131825,1
"11846","4729031024","Yongcheon-ri","용천리",128.846170492232,35.9158475458175,1
"11847","4729031025","Gyedang-ri","계당리",128.85427349442,35.9295155748009,1
